,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,CIUDAD,COD_OFI,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
1148,M,1320655,52.0,UNV,CAS,CONCEPCION,27,0,250551,0,90391,183,12395,19075,2,8000000,NO,FUGA
1149,F,61579,46.0,TEC,SOL,QUILLOTA,105,0,0,0,0,37,0,0,1,5000000,SI,NO FUGA
1150,M,310062,46.0,UNV,CAS,SANTIAGO,31,0,182604,876950,0,0,18931,5032,1,8000000,SI,FUGA
1151,F,252708,50.0,MED,CAS,RANCAGUA,56,820510,0,0,447325,669,0,606,1,7900000,NO,NO FUGA
1152,M,971700,36.0,MED,CAS,SANTIAGO,30,0,395254,0,462900,0,0,794,0,5200000,NO,NO FUGA
1153,M,492385,30.0,UNV,SOL,ANTOFAGASTA,13,0,377528,0,0,422,0,0,2,4200000,NO,NO FUGA
1154,M,6533655,40.0,UNV,CAS,SANTIAGO,55,0,244026,0,9041,371,1065,43,1,1200000,NO,FUGA
1155,M,4232227,34.0,UNV,CAS,SANTIAGO,55,925229,0,0,0,430,4780,38,1,1300000,NO,FUGA
1156,M,465801,40.0,UNV,SOL,SANTIAGO,18,0,545030,0,0,1078,0,0,2,2300000,NO,FUGA
1157,F,520553,52.0,TEC,CAS,SANTIAGO,102,0,302234,0,0,0,0,8,0,8000000,NO,NO FUGA
1158,F,3120,50.0,MED,SOL,SANTIAGO,25,93976,329852,0,0,3599,0,787,3,900000,SI,NO FUGA
1159,M,44603,63.0,TEC,CAS,AYSEN,95,0,348738,0,59798,225,0,0,2,1100000,NO,NO FUGA
1160,F,4023923,35.0,MED,SOL,SAN ANTONIO,75,55305,25977,0,364069,1103,0,20,1,1800000,NO,NO FUGA
1161,F,15381,52.0,TEC,SOL,ANCUD,94,0,103568,0,0,86,18349,0,1,1800000,SI,NO FUGA
1162,M,138092,51.0,UNV,CAS,ARICA,138,0,13863,0,97172,6,0,248,2,2700000,SI,FUGA
1163,M,754874,60.0,EUN,SOL,SANTIAGO,18,0,503234,0,0,320,0,0,1,3400000,SI,NO FUGA
1164,F,40091,55.0,TEC,VIU,LLANQUIHUE,153,0,281084,0,0,104,0,15929,1,3600000,SI,NO FUGA
1165,M,5960424,44.0,UNV,CAS,SANTIAGO,84,310509,3116,0,15035,677,1219,300,2,900000,NO,FUGA
1166,M,944428,47.0,UNV,CAS,ARICA,138,3809439,6156,0,605534,4420,17028,4346,2,3000000,SI,FUGA
1167,F,53908,57.0,TEC,SOL,SANTIAGO,125,0,395124,0,81337,82,0,10448,1,5600000,SI,NO FUGA
1168,M,424642,45.0,UNV,CAS,SANTIAGO,31,0,44503,0,0,27,0,0,1,2700000,SI,FUGA
1169,M,35223,43.0,MED,CAS,ARICA,138,206996,435390,0,3545238,3101,19494,37540,1,5200000,NO,FUGA
1170,M,193879,36.0,UNV,SEP,SANTIAGO,90,0,0,0,688019,0,0,73,0,6000000,NO,NO FUGA
1171,M,1106668,46.0,TEC,CAS,SANTIAGO,80,1554627,1778455,0,69020,22,2991,0,1,8000000,SI,FUGA
1172,F,997742,48.0,MED,CAS,MACHALI,56,780798,266036,0,69793,90,0,1891,3,6200000,SI,NO FUGA
1173,M,235298,57.0,UNV,CAS,SANTIAGO,90,0,55486,0,1326365,468,0,4926,1,6900000,NO,NO FUGA
1174,M,3007474,43.0,UNV,CAS,SANTIAGO,84,0,302914,0,2364,235,0,89,3,1700000,NO,FUGA
1175,F,291319,27.0,UNV,CAS,SANTIAGO,100,0,162495,0,0,7,0,0,1,4800000,NO,NO FUGA
1176,M,459311,30.0,EUN,SOL,CONCEPCION,90,0,18166,0,0,52,0,0,1,2000000,NO,NO FUGA
1177,F,207252,46.0,TEC,SOL,SANTIAGO,90,0,424201,0,0,0,0,0,0,1000000,NO,NO FUGA
1178,F,25084,48.0,TEC,SOL,LA SERENA,141,0,298831,0,0,8,12947,0,1,3300000,SI,NO FUGA
1179,M,24087,50.0,UNV,CAS,SANTIAGO,55,777359,4057,0,247640,1739,0,628,1,650000,NO,FUGA
1180,M,442061,38.0,UNV,SOL,SANTIAGO,52,0,0,0,0,0,0,1,0,2000000,NO,NO FUGA
1181,M,1113488,47.0,UNV,SEP,EL SALVADOR,72,0,99100,0,0,0,35589,0,0,6100000,NO,NO FUGA
1182,M,48372,45.0,UNV,SEP,SANTIAGO,55,0,1370031,0,0,58,0,0,1,8000000,NO,FUGA
1183,M,656016,53.0,TEC,CAS,CONCEPCION,27,0,8597,0,0,20,0,0,1,3500000,SI,FUGA
1184,M,840756,41.0,UNV,CAS,LA SERENA,34,0,349857,0,0,0,0,0,1,8000000,NO,NO FUGA
1185,F,585117,40.0,UNV,CAS,ARICA,138,1271899,409351,0,246542,1256,0,139,2,2400000,NO,FUGA
1186,F,99008,29.0,TEC,SOL,CONCEPCION,27,0,49529,0,0,0,4961,0,1,2200000,NO,FUGA
1187,F,20284,42.0,UNV,SEP,SANTIAGO,48,0,0,0,1169918,0,0,579,0,2500000,NO,NO FUGA
1188,M,957550,38.0,MED,CAS,CASTRO,63,3392691,590624,0,862514,2696,0,0,1,7400000,NO,NO FUGA
1189,F,317757,50.0,MED,CAS,SANTIAGO,31,510077,10154,0,4244,339,0,3442,2,500000,SI,FUGA
1190,M,3505588,43.0,UNV,CAS,SANTIAGO,92,0,88243,0,0,121,6693,0,1,1600000,NO,FUGA
1191,M,42951,45.0,MED,VIU,ARICA,138,0,3258,0,582889,910,0,8350,3,1100000,NO,FUGA
1192,M,1226683,38.0,TEC,CAS,SANTIAGO,59,1964,457799,0,71058,2657,0,620,2,3700000,NO,NO FUGA
1193,M,327161,47.0,UNV,SOL,ARICA,138,0,160221,0,0,221,0,0,1,1900000,NO,FUGA
1194,F,216601,55.0,TEC,SEP,SANTIAGO,132,0,269110,0,431806,1,0,2855,1,2100000,SI,NO FUGA
1195,F,409436,49.0,UNV,CAS,PUERTO VARAS,62,0,0,0,0,0,0,0,1,2400000,NO,NO FUGA
1196,M,1015846,44.0,UNV,CAS,SANTIAGO,17,269266,21615,0,3408,2372,8864,44,3,700000,NO,FUGA
1197,M,28955,41.0,UNV,CAS,SANTIAGO,81,0,11558,0,300681,133,0,13,2,1700000,NO,FUGA
1198,F,643320,39.0,MED,SEP,SANTIAGO,90,0,43930,0,608157,973,0,598,3,6000000,NO,NO FUGA
1199,F,25013,41.0,TEC,SOL,SANTIAGO,28,0,777733,3674293,0,130,6006,3021,1,4900000,SI,NO FUGA
1200,M,36664,43.0,UNV,CAS,SANTIAGO,55,499199,318302,0,618409,4284,2396,470,2,1600000,NO,FUGA
1201,F,59582,50.0,TEC,SOL,SANTIAGO,132,0,436955,0,347162,1105,0,200,3,2800000,SI,NO FUGA
1202,M,88071,44.0,UNV,SOL,SANTIAGO,31,0,0,0,0,117,5163,3035,1,2200000,NO,FUGA
1203,F,159347,45.0,UNV,CAS,SANTIAGO,54,0,30248,0,445657,200,0,27,1,1800000,NO,FUGA
1204,F,352807,48.0,UNV,CAS,SANTIAGO,102,0,932332,0,350687,0,0,187,1,1500000,NO,FUGA
1205,F,483682,33.0,UNV,CAS,CONCEPCION,27,0,9473,0,185973,153,11278,47,1,2200000,NO,FUGA
1206,F,148294,45.0,UNV,CAS,SANTIAGO,54,0,818637,0,8255,0,25214,0,1,4000000,NO,FUGA
1207,M,823454,51.0,TEC,CAS,SANTIAGO,52,2017821,33483,0,216849,1519,27540,534,3,2100000,NO,FUGA
1208,F,428276,54.0,TEC,SOL,ARICA,138,84543,0,0,0,94,0,0,1,1400000,NO,FUGA
1209,M,145283,57.0,UNV,SOL,CONCEPCION,27,0,380605,0,0,0,6825,0,0,2200000,NO,NO FUGA
1210,F,49288,36.0,TEC,SOL,SANTIAGO,35,0,830046,0,78250,162,0,104,1,1000000,SI,NO FUGA
1211,M,39883,48.0,UNV,CAS,SANTIAGO,55,0,178373,0,54388,49,0,7326,1,2400000,NO,FUGA
1212,M,1125508,52.0,TEC,CAS,SANTIAGO,39,0,351154,0,0,3,0,12605,1,8000000,NO,NO FUGA
1213,M,949270,34.0,UNV,CAS,VINA DEL MAR,85,0,1133113,0,0,24,16317,0,1,4900000,NO,NO FUGA
1214,F,20167,38.0,TEC,SEP,VALLENAR,33,344587,831964,0,117700,574,6634,13,1,1200000,SI,NO FUGA
1215,F,686113,28.0,TEC,SOL,SANTIAGO,67,0,0,0,0,0,2501,16,0,5000000,NO,NO FUGA
1216,F,18068,59.0,MED,SOL,TALCAHUANO,27,0,224149,0,302909,79,26980,0,1,8000000,SI,NO FUGA
1217,M,378057,50.0,UNV,CAS,SANTIAGO,31,0,149845,0,105693,0,0,242,1,2400000,SI,FUGA
1218,M,2560217,36.0,UNV,CAS,SANTIAGO,48,876631,2301,0,0,182,15121,0,2,2600000,NO,FUGA
1219,F,58145,45.0,TEC,SOL,SANTIAGO,80,0,2198918,0,119767,0,2310,1588,0,2500000,SI,NO FUGA
1220,F,167294,52.0,TEC,SEP,CONCEPCION,27,0,0,0,42517,0,0,20,1,1800000,NO,FUGA
1221,F,137370,29.0,TEC,CAS,HIJUELAS,105,0,0,0,0,10,0,0,1,2000000,NO,NO FUGA
1222,M,71981,27.0,UNV,SOL,VALPARAISO,47,0,201328,0,0,0,0,1,0,2100000,NO,NO FUGA
1223,M,444087,46.0,MED,CAS,SANTIAGO,80,659058,1679242,0,120542,1199,1365,0,1,8000000,SI,FUGA
1224,M,620304,49.0,UNV,SOL,SANTIAGO,144,0,451667,0,671619,847,0,87,3,2100000,NO,FUGA
1225,F,619069,55.0,UNV,CAS,SANTIAGO,69,36111,68268,0,875826,1245,0,635,1,650000,NO,FUGA
1226,M,373093,40.0,UNV,CAS,ANTOFAGASTA,13,0,296951,0,110,199,0,0,1,2600000,NO,NO FUGA
1227,M,1611428,41.0,MED,CAS,SANTIAGO,64,0,336601,0,39741,152,41954,0,1,8000000,NO,NO FUGA
1228,M,60540,52.0,UNV,CAS,SANTIAGO,84,0,305371,0,820979,0,0,227,1,2900000,SI,FUGA
1229,F,4197233,40.0,TEC,SOL,SANTIAGO,80,0,0,0,0,0,0,0,0,1800000,NO,NO FUGA
1230,M,844726,50.0,UNV,CAS,SANTIAGO,41,1712870,125401,0,9111,312,0,1085,1,2100000,NO,FUGA
1231,M,234898,29.0,UNV,CAS,CONCEPCION,27,0,176629,0,27969,270,0,0,2,1500000,NO,FUGA
1232,M,4155275,40.0,UNV,CAS,SANTIAGO,55,0,892280,1859340,1219700,181,0,3985,3,4500000,NO,FUGA
1233,F,1753210,40.0,MED,SEP,SANTIAGO,28,0,688099,0,0,210,10064,0,1,8000000,NO,NO FUGA
1234,M,11085,27.0,UNV,SOL,SANTIAGO,67,0,158033,0,60742,220,0,0,1,2000000,NO,FUGA
1235,M,15712,25.0,UNV,CAS,SANTIAGO,127,0,103120,0,0,0,0,0,0,2000000,NO,NO FUGA
1236,M,1954989,44.0,TEC,CAS,VINA DEL MAR,88,0,1506158,0,164877,35,0,0,1,8000000,NO,NO FUGA
1237,M,457640,37.0,UNV,CAS,VALPARAISO,15,0,224415,0,251010,3,1723,515,1,2300000,NO,NO FUGA
1238,M,173040,43.0,MED,CAS,IQUIQUE,10,0,295054,0,0,0,0,159,0,1400000,NO,NO FUGA
1239,M,592037,52.0,TEC,CAS,ARICA,138,0,294559,0,279603,384,24588,8673,2,8000000,NO,FUGA
1240,F,648727,30.0,TEC,CAS,CONCEPCION,27,0,91406,0,0,542,0,161,2,1000000,NO,FUGA
1241,F,21146,60.0,TEC,SOL,SANTIAGO,48,0,286150,0,0,465,0,1647,1,8000000,SI,NO FUGA
1242,F,449220,49.0,TEC,CAS,SANTIAGO,138,0,218,0,207841,1159,0,353,3,1800000,NO,FUGA
1243,F,7150,50.0,MED,SOL,TEMUCO,66,0,499962,0,0,1360,14802,13,3,8000000,SI,NO FUGA
1244,F,53764,46.0,MED,SOL,VINA DEL MAR,40,0,74254,0,182347,1376,39271,696,1,800000,SI,NO FUGA
1245,F,1243,49.0,TEC,SOL,IQUIQUE,10,0,119779,0,518,0,824,0,0,8000000,SI,NO FUGA
1246,F,220786,35.0,TEC,CAS,SANTIAGO,82,42108,8720,0,0,445,0,0,3,1100000,SI,NO FUGA
1247,M,90406,26.0,UNV,CAS,CONCEPCION,27,0,195454,0,486459,654,0,4,2,1200000,NO,FUGA
1248,M,590178,50.0,TEC,SOL,ARICA,138,44879,236554,0,0,149,0,6148,1,3000000,SI,FUGA
1249,M,1291138,43.0,MED,CAS,SANTIAGO,31,206445,779267,0,2391618,2005,4499,24404,1,5200000,NO,FUGA
1250,F,4242301,40.0,TEC,VIU,ANTOFAGASTA,13,0,824697,0,0,11,4508,0,1,4100000,NO,NO FUGA
1251,M,394312,51.0,MED,CAS,SANTIAGO,53,0,36278,0,0,3,0,0,2,1700000,NO,NO FUGA
1252,M,23379,40.0,MED,CAS,SANTIAGO,55,0,48083,0,129971,134,3997,0,2,8000000,NO,FUGA
1253,F,59352,47.0,MED,SOL,SANTIAGO,126,0,180003,0,0,366,0,0,1,1500000,SI,NO FUGA
1254,F,615622,48.0,TEC,CAS,PUERTO MONTT,60,0,111495,0,0,0,9157,0,0,2500000,NO,NO FUGA
1255,M,1260200,43.0,UNV,CAS,SANTIAGO,55,323522,5007,0,175892,2645,0,96,3,650000,NO,FUGA
1256,M,908590,39.0,TEC,CAS,SANTIAGO,100,246951,16151,0,38318,1665,0,66,2,4300000,NO,NO FUGA
1257,M,251966,47.0,MED,CAS,ARICA,138,0,271575,0,0,21,0,0,1,1400000,NO,FUGA
1258,M,50498,43.0,UNV,CAS,SANTIAGO,144,0,1129071,0,9892,493,0,38,1,4700000,NO,FUGA
1259,F,329927,42.0,MED,CAS,ANTOFAGASTA,13,0,0,0,0,202,22675,365,1,1600000,NO,NO FUGA
1260,F,42224,53.0,TEC,SOL,SANTIAGO,90,0,409116,0,0,931,27598,0,1,7500000,SI,NO FUGA
1261,F,993064,38.0,TEC,SOL,CALBUCO,60,0,161198,0,23163,678,0,0,1,750000,NO,NO FUGA
1262,F,6950442,37.0,TEC,VIU,SANTIAGO,51,0,819246,0,0,5,6689,0,1,4800000,NO,NO FUGA
1263,M,34818,43.0,MED,SEP,SANTIAGO,39,0,1972,0,3077,705,0,4,2,900000,NO,FUGA
1264,M,155511,43.0,UNV,CAS,ARICA,138,0,24741,0,0,0,4349,0,1,1500000,NO,FUGA
1265,M,238749,55.0,MED,CAS,CONCEPCION,27,0,36247,0,89076,807,2759,17,2,550000,NO,FUGA
1266,M,501336,41.0,MED,CAS,ARICA,138,0,400476,9788186,1359585,309,24116,5701,2,8000000,NO,FUGA
1267,M,686731,52.0,MED,CAS,SANTIAGO,31,0,22908,0,783588,294,0,58,1,3300000,SI,FUGA
1268,M,4780941,43.0,MED,CAS,SANTIAGO,31,3396197,4156,0,190889,1843,0,378,1,6200000,NO,FUGA
1269,F,2197399,31.0,TEC,SOL,SANTIAGO,17,0,0,0,0,0,0,316,0,2700000,NO,NO FUGA
1270,M,529982,51.0,UNV,CAS,SANTIAGO,16,0,26558,0,0,23,0,0,2,3100000,NO,NO FUGA
1271,M,792478,53.0,TEC,CAS,SANTIAGO,85,0,163671,0,4638,20,0,0,1,5800000,NO,FUGA
1272,F,183585,47.0,UNV,CAS,SANTIAGO,37,0,31694,0,0,6,0,0,1,2400000,NO,FUGA
1273,F,893679,45.0,UNV,CAS,ARICA,138,0,683600,0,0,266,0,14890,2,6500000,NO,FUGA
1274,M,105315,40.0,UNV,CAS,SANTIAGO,31,0,13295,0,2057313,361,0,118,1,1600000,NO,FUGA
1275,M,917565,43.0,MED,SEP,SANTIAGO,18,0,1016,0,0,0,0,0,1,3700000,SI,FUGA
1276,M,830317,51.0,TEC,CAS,SANTIAGO,127,0,421141,0,495599,285,0,1459,1,8000000,NO,FUGA
1277,F,4288458,55.0,UNV,CAS,CALAMA,12,0,236253,0,15236899,870,20884,249652,2,8000000,NO,NO FUGA
1278,F,589952,43.0,TEC,SOL,COPIAPO,14,169156,817614,0,23350,583,0,169,1,500000,SI,NO FUGA
1279,M,111297,50.0,UNV,SOL,ARICA,138,0,90766,0,42826,0,0,60,1,1900000,NO,FUGA
1280,F,31098,44.0,MED,SOL,QUILLOTA,81,0,492838,0,0,0,1220,223,0,1500000,SI,NO FUGA
1281,F,512368,53.0,MED,CAS,CONCEPCION,27,0,13169,0,403983,146,0,2018,1,7300000,NO,NO FUGA
1282,F,172323,45.0,TEC,CAS,SANTIAGO,108,997570,131124,0,0,384,0,0,1,700000,NO,NO FUGA
1283,M,482564,43.5859204197639,UNV,SEP,SANTIAGO,122,0,24497,0,11561,20,0,0,1,3400000,NO,FUGA
1284,M,1026105,28.0,UNV,CAS,CONCEPCION,27,0,183169,0,13258,0,0,134,1,5500000,NO,FUGA
1285,M,168898,26.0,MED,SOL,CONCEPCION,27,827784,0,0,0,548,0,0,1,1100000,NO,FUGA
1286,M,239315,53.0,UNV,CAS,SANTIAGO,98,0,466729,0,440870,517,0,5048,1,8000000,NO,FUGA
1287,M,254724,32.0,UNV,CAS,PUNTA ARENAS,71,410195,169559,0,30929,710,3894,5,1,2400000,NO,NO FUGA
1288,F,660696,50.0,MED,CAS,SANTIAGO,45,0,0,0,0,233,0,21,1,1900000,NO,NO FUGA
1289,M,1665222,52.0,MED,CAS,CONCEPCION,27,0,0,0,76505,3027,3082,166,2,5500000,NO,FUGA
1290,F,146185,30.0,TEC,SOL,SANTIAGO,127,0,501306,0,83263,2,21545,409,1,1100000,NO,NO FUGA
1291,M,386456,41.0,UNV,CAS,SANTIAGO,49,0,353499,0,7289,0,1317,0,1,4300000,SI,FUGA
1292,M,55717,50.0,TEC,SOL,ARICA,138,0,135650,0,133252,275,0,0,2,1500000,NO,FUGA
1293,M,1080303,43.0,UNV,CAS,ARICA,138,0,571624,0,290590,158,0,215,1,5800000,NO,FUGA
1294,M,794764,38.0,UNV,SOL,SANTIAGO,102,0,15081,0,0,2012,327,0,3,2500000,NO,NO FUGA
1295,F,2208481,33.0,TEC,VIU,SANTIAGO,84,0,3597,0,41032,10,0,3,1,2100000,NO,NO FUGA
1296,M,49053,40.0,UNV,CAS,SANTIAGO,55,0,1443755,0,326619,1880,7921,1983,2,1200000,NO,FUGA
1297,F,342480,29.0,TEC,CAS,SANTIAGO,54,0,18686,0,18668,1964,0,438,1,700000,NO,NO FUGA
1298,F,86929,52.0,TEC,CAS,RANCAGUA,116,48487,0,0,0,456,0,0,1,1600000,NO,NO FUGA
1299,F,180426,43.0,BAS,CAS,CURICO,23,0,0,0,0,0,0,0,0,2200000,NO,NO FUGA
1300,F,3804224,51.0,UNV,CAS,SANTIAGO,138,0,4646,0,0,379,50421,242,3,8000000,NO,FUGA
1301,M,62336,40.0,MED,CAS,SANTIAGO,64,0,158186,0,0,7,0,8847,1,3500000,NO,FUGA
1302,M,425360,54.0,UNV,SOL,SANTIAGO,57,0,424914,0,1978,38,0,2,1,8000000,NO,FUGA
1303,F,4429595,40.0,TEC,VIU,SANTIAGO,24,0,400678,0,0,43,0,0,1,3900000,NO,NO FUGA
1304,M,491948,31.0,MED,SOL,RANCAGUA,56,0,311821,0,0,7,0,0,2,1400000,NO,NO FUGA
1305,F,58419,38.0,MED,SOL,VINA DEL MAR,81,0,1593493,0,472720,1083,18334,2143,1,5000000,SI,NO FUGA
1306,M,426010,31.0,UNV,CAS,CONCEPCION,27,0,0,0,69509,44,2885,0,1,1700000,NO,FUGA
1307,M,624386,32.0,UNV,SEP,LINARES,78,0,383234,0,0,59,0,0,1,3600000,NO,NO FUGA
1308,M,49126,42.0,UNV,CAS,SANTIAGO,31,0,320721,0,0,0,0,4548,1,3400000,NO,FUGA
1309,F,6821416,38.0,TEC,VIU,SANTIAGO,14,22947,37864,0,130014,1815,0,376,1,8000000,NO,NO FUGA
1310,M,37101,44.0,UNV,CAS,SANTIAGO,54,0,0,0,773233,0,0,2419,1,8000000,NO,FUGA
1311,M,722976,38.0,UNV,CAS,SANTIAGO,29,0,210848,4301847,66031,72,0,2831,1,4300000,NO,NO FUGA
1312,M,461988,47.0,MED,CAS,ARICA,138,0,96363,0,0,20,928,0,1,1600000,NO,FUGA
1313,F,173589,45.0,UNV,CAS,SANTIAGO,31,0,38908,0,0,18,0,0,1,1900000,NO,FUGA
1314,F,412394,36.0,TEC,CAS,SANTIAGO,37,0,189738,0,0,64,0,0,1,1400000,NO,NO FUGA
1315,F,6875424,38.0,TEC,VIU,SANTIAGO,108,7918,42254,0,262054,615,0,3,1,550000,NO,NO FUGA
1316,M,2481794,44.0,MED,CAS,SANTIAGO,55,0,307781,0,0,24,0,0,1,4800000,NO,FUGA
1317,M,174759,49.0,UNV,SEP,SANTIAGO,76,79059,939399,0,663640,940,0,710,2,2100000,NO,FUGA
1318,M,682092,28.0,TEC,SOL,ANTOFAGASTA,13,0,97597,0,0,123,13877,2975,2,5500000,SI,NO FUGA
1319,F,17383,44.0,MED,SOL,SANTIAGO,93,0,0,0,0,0,1658,0,0,4500000,SI,NO FUGA
1320,M,46083,40.0,UNV,CAS,SANTIAGO,55,1362246,859879,0,612390,267,0,23923,2,6500000,NO,FUGA
1321,M,1310537,40.0,UNV,CAS,SANTIAGO,55,0,803419,0,174583,34,23035,137,1,3500000,NO,FUGA
1322,F,1595291,40.0,UNV,SOL,VALDIVIA,64,0,0,0,0,0,32440,0,0,8000000,NO,NO FUGA
1323,M,753243,49.0,UNV,SOL,SANTIAGO,155,0,48249,0,463,475,0,471,1,4600000,NO,FUGA
1324,M,214119,41.0,UNV,CAS,ANCUD,94,0,613277,0,0,13,0,1,1,2900000,NO,NO FUGA
1325,F,39653,34.0,TEC,SOL,SANTIAGO,83,0,536756,0,565353,105,0,309,1,3500000,SI,NO FUGA
1326,M,459702,31.0,UNV,SOL,SANTIAGO,129,0,9857,0,105138,79,0,65,1,1800000,NO,NO FUGA
1327,F,44123,44.0,TEC,SOL,LOS ANDES,86,63855,61877,0,70263,1809,0,326,3,8000000,SI,NO FUGA
1328,M,498511,47.0,MED,CAS,SANTIAGO,31,0,157547,0,1555,0,0,0,1,2400000,NO,FUGA
1329,F,20957,52.0,TEC,SEP,IQUIQUE,10,0,266931,0,0,29,1125,0,1,2300000,NO,NO FUGA
1330,F,477134,48.0,UNV,CAS,SANTIAGO,31,1460124,69916,0,190487,459,0,213,1,600000,NO,FUGA
1331,M,412472,52.0,UNV,CAS,CONCEPCION,27,0,39693,0,142025,405,0,242,1,1900000,SI,FUGA
1332,M,482469,39.0,TEC,CAS,SANTIAGO,125,0,642499,0,78608,191,0,104,2,1100000,NO,NO FUGA
1333,M,1477802,40.0,UNV,CAS,SANTIAGO,55,237845,42855,0,132843,685,0,185,3,3000000,NO,FUGA
1334,M,115805,49.0,UNV,CAS,LOS ANDES,86,560762,0,0,0,356,5665,0,1,1500000,NO,NO FUGA
1335,F,544803,53.0,MED,CAS,AYSEN,95,0,0,0,0,143,0,482,1,2400000,NO,NO FUGA
1336,F,552821,41.0,UNV,SOL,ARICA,138,0,297016,0,233756,141,0,7994,2,4600000,SI,FUGA
1337,M,46683,46.0,UNV,CAS,SANTIAGO,55,917605,283581,0,24108,2680,0,1221,3,7000000,NO,FUGA
1338,M,15086,43.5859204197639,BAS,CAS,SANTIAGO,55,392608,1673,0,268995,592,0,10445,1,900000,NO,FUGA
1339,M,1083289,47.0,MED,CAS,SANTIAGO,17,0,24323,0,344507,1183,0,485,3,5100000,SI,FUGA
1340,F,1941545,35.0,TEC,VIU,OSORNO,61,0,316445,0,298870,1036,0,535,1,1500000,NO,NO FUGA
1341,M,34536,42.0,MED,CAS,SANTIAGO,55,0,98414,0,220435,51,2199,0,1,6800000,NO,FUGA
1342,M,699938,49.0,UNV,CAS,SANTIAGO,120,0,420151,0,0,1025,31802,2323,1,3300000,NO,FUGA
1343,M,1530,37.0,TEC,CAS,SAN FERNANDO,56,0,327321,0,0,140,0,0,2,2400000,NO,NO FUGA
1344,F,395316,58.0,MED,SOL,CALAMA,12,0,61219,0,0,173,0,0,1,1900000,NO,NO FUGA
1345,M,408792,51.0,MED,SOL,SANTIAGO,144,0,5139,0,256668,956,0,1298,3,4700000,NO,FUGA
1346,M,36300,41.0,MED,SEP,CONCEPCION,151,0,112969,0,0,1360,9075,9211,1,4100000,NO,NO FUGA
1347,F,114996,59.0,MED,CAS,SANTIAGO,55,0,1280913,0,0,21,10635,102,1,4100000,NO,NO FUGA
1348,M,301939,41.0,TEC,SOL,ARICA,138,0,28032,0,0,83,1021,0,1,3300000,NO,FUGA
1349,F,1292296,37.0,TEC,SOL,SANTIAGO,31,521531,234206,0,1631379,1358,0,1820,1,1300000,NO,NO FUGA
1350,M,308625,43.0,TEC,CAS,SANTIAGO,24,462736,178140,0,0,108,13372,0,1,4100000,NO,NO FUGA
1351,M,203148,41.0,UNV,CAS,SANTIAGO,55,0,416709,0,6058,0,2522,8704,1,800000,NO,FUGA
1352,M,434232,47.0,TEC,SEP,ARICA,138,0,183789,0,120535,146,0,137,1,1700000,NO,FUGA
1353,M,2348095,44.0,MED,CAS,SANTIAGO,55,58677,0,0,0,94,0,0,1,1800000,NO,FUGA
1354,F,6832,39.0,TEC,SOL,CASTRO,63,515128,32117,0,0,1819,0,0,1,1000000,SI,NO FUGA
1355,F,912486,34.0,TEC,SOL,LONCOCHE,70,0,305451,12967642,1315271,74,0,23220,1,8000000,NO,NO FUGA
1356,F,765768,47.0,MED,CAS,SANTIAGO,90,0,382799,0,777187,709,0,2245,1,4600000,NO,FUGA
1357,F,11386,50.0,MED,SOL,SANTIAGO,38,2042636,253304,0,1265871,2145,0,6594,1,3600000,SI,NO FUGA
1358,M,918,45.0,UNV,CAS,SANTIAGO,55,0,227463,0,0,273,0,946,3,8000000,NO,FUGA
1359,M,132181,37.0,UNV,CAS,SANTIAGO,90,0,87591,0,0,34,0,0,1,1600000,NO,NO FUGA
1360,M,340784,35.0,UNV,CAS,SANTIAGO,122,0,33117,0,0,8,0,0,1,1600000,NO,NO FUGA
1361,F,2335262,53.0,TEC,CAS,SANTIAGO,84,0,0,0,0,576,1275,67,1,8000000,NO,NO FUGA
1362,F,1247427,32.0,TEC,SOL,CONCEPCION,27,0,83485,0,0,4,0,0,1,1400000,NO,NO FUGA
1363,M,820800,41.0,UNV,SOL,SANTIAGO,82,789345,295789,0,0,468,0,662,2,7500000,NO,NO FUGA
1364,M,120594,41.0,UNV,CAS,SANTIAGO,55,0,266813,180178,400739,0,0,2059,1,3900000,NO,FUGA
1365,M,185388,54.0,UNV,SOL,CONCEPCION,27,0,463267,0,908372,0,0,2028,1,5000000,SI,FUGA
1366,F,149899,41.0,MED,CAS,SANTIAGO,51,0,0,0,0,0,0,6,0,2100000,NO,NO FUGA
1367,M,102924,47.0,TEC,CAS,SANTIAGO,83,0,3306,0,781805,2251,2139,2089,3,2300000,NO,FUGA
1368,F,423750,41.0,TEC,SEP,SANTIAGO,59,449644,293730,0,172780,623,0,194,2,3100000,NO,FUGA
1369,F,194566,49.0,MED,CAS,ARICA,138,0,3485,0,134452,15,0,36,1,1800000,NO,FUGA
1370,M,164638,48.0,UNV,CAS,SANTIAGO,149,0,96722,0,0,4,0,0,1,1700000,NO,NO FUGA
1371,F,176,44.0,MED,SOL,SANTIAGO,73,0,0,0,0,1713,0,0,1,2200000,SI,NO FUGA
1372,M,186248,45.0,UNV,CAS,SANTIAGO,45,0,5779,0,341605,220,0,1132,2,3900000,SI,FUGA
1373,F,27510,46.0,MED,SOL,SANTIAGO,25,0,201171,0,0,415,2659,2171,1,2400000,SI,NO FUGA
